clone	size
2996	8
2997	6
2998	11
2999	8
3000	64
3001	11
3002	4
3003	64
3004	20
3005	3
3006	11
3007	15
3008	4
3009	21
3010	38
3011	13
3012	5
3013	28
3014	7
3015	2
3016	135
3017	29
3018	1
3019	30
3020	36
3021	20
3022	28
3023	22
3024	16
3025	24
3026	54
3027	2
3028	9
3029	13
3030	46
3031	1
3032	20
3033	32
3034	23
3035	3
3036	8
3037	40
3038	17
3039	9
3040	4
3041	31
3042	8
3043	24
3044	26
3045	27
3046	21
3047	10
3048	15
3049	18
3050	4
3051	7
3052	34
3053	61
3054	7
3055	3
3056	13
3057	8
3058	21
3059	20
3060	17
3061	13
3062	43
3063	80
3064	16
3065	35
3066	18
3067	44
3068	5
3069	13
3070	28
3071	1
3072	63
3073	17
3074	23
3075	8
3076	16
3077	4
3078	15
3079	5
3080	1
3081	3
3082	23
3083	1
3084	44
3085	24
3086	5
3087	1
3088	2
3089	21
3090	60
3091	3
3092	11
3093	2
3094	45
3095	1
3096	2
3097	45
3098	76
3099	114
3100	4
3101	30
3102	28
3103	21
3104	1
3105	13
3106	2
3107	19
3108	4
3109	9
3110	52
3111	13
3112	3
3113	21
3114	4
3115	9
3116	5
3117	31
3118	26
3119	24
3120	3
3121	21
3122	1
3123	2
3124	20
3125	6
3126	19
3127	1
3128	9
3129	11
3130	7
3131	23
3132	2
3133	3
3134	17
3135	25
3136	12
3137	7
3138	9
3139	47
3140	67
3141	61
3142	11
3143	10
3144	3
3145	14
3146	15
3147	1
3148	8
3149	20
3150	2
3151	15
3152	2
3153	7
3154	4
3155	17
3156	17
3157	58
3158	61
3159	40
3160	16
3161	4
3162	31
3163	51
3164	28
3165	6
3166	9
3167	32
3168	54
3169	17
3170	46
3171	62
3172	2
3173	45
3174	2
3175	19
3176	10
3177	10
3178	30
3179	15
3180	38
3181	14
3182	32
3183	31
3184	25
3185	3
3186	94
3187	5
3188	30
3189	6
3190	54
3191	1
3192	43
3193	74
3194	5
3195	4
3196	7
3197	13
3198	13
3199	24
3200	9
3201	13
3202	6
3203	22
3204	2
3205	18
3206	1
3207	4
3208	9
3209	2
3210	98
3211	23
3212	22
3213	75
3214	33
3215	6
3216	1
3217	40
3218	10
3219	26
3220	5
3221	1
3222	6
3223	2
3224	15
3225	30
3226	3
3227	3
3228	5
3229	17
3230	38
3231	80
3232	25
3233	8
3234	9
3235	45
3236	11
3237	58
3238	11
3239	5
3240	69
3241	3
3242	7
3243	26
3244	5
3245	14
3246	2
3247	10
3248	3
3249	14
3250	4
3251	11
3252	63
3253	38
3254	40
3255	52
3256	38
3257	11
3258	14
3259	49
3260	24
3261	27
3262	48
3263	18
3264	1
3265	11
3266	4
3267	27
3268	10
3269	26
3270	45
3271	21
3272	3
3273	17
3274	11
3275	50
3276	67
3277	20
3278	79
3279	25
3280	2
3281	14
3282	11
3283	36
3284	22
3285	2
3286	7
3287	22
3288	1
3289	2
3290	27
3291	1
3292	11
3293	14
3294	41
3295	4
3296	22
3297	8
3298	49
3299	4
3300	3
3301	14
3302	2
3303	9
3304	8
3305	18
3306	12
3307	26
3308	11
3309	49
3310	64
3311	10
3312	13
3313	6
3314	46
3315	2
3316	20
3317	40
3318	47
3319	62
3320	51
3321	26
3322	16
3323	11
3324	7
3325	44
3326	1
3327	15
3328	11
3329	40
3330	54
3331	19
3332	20
3333	30
3334	15
3335	15
3336	17
3337	23
3338	1
3339	11
3340	22
3341	76
3342	1
3343	39
3344	2
3345	12
3346	26
3347	49
3348	8
3349	46
3350	34
3351	69
3352	19
3353	15
3354	10
3355	4
3356	72
3357	18
3358	12
3359	13
3360	11
3361	14
3362	2
3363	12
3364	32
3365	16
3366	10
3367	11
3368	16
3369	7
3370	25
3371	9
3372	39
3373	21
3374	42
3375	93
3376	53
3377	8
3378	60
3379	1
3380	30
3381	14
3382	64
3383	8
3384	42
3385	11
3386	12
3387	79
3388	52
3389	5
3390	11
3391	22
3392	15
3393	8
3394	29
3395	13
3396	20
3397	4
3398	41
3399	135
3400	50
3401	20
3402	55
3403	54
3404	5
3405	38
3406	4
3407	93
3408	38
3409	8
3410	7
3411	30
3412	26
3413	15
3414	12
3415	2
3416	7
3417	50
3418	16
3419	15
3420	37
3421	2
3422	52
3423	11
3424	23
3425	59
3426	35
3427	3
3428	5
3429	3
3430	9
3431	5
3432	16
3433	18
3434	9
3435	23
3436	5
3437	20
3438	2
3439	5
3440	12
3441	15
3442	8
3443	9
3444	9
3445	16
3446	29
3447	7
3448	6
3449	6
3450	2
3451	1
3452	20
3453	19
3454	1
3455	16
3456	30
3457	31
3458	14
3459	49
3460	11
3461	5
3462	46
3463	20
3464	15
3465	24
3466	8
3467	46
3468	20
3469	9
3470	22
3471	12
3472	56
3473	33
3474	97
3475	3
3476	28
3477	10
3478	15
3479	18
3480	22
3481	4
3482	22
3483	25
3484	10
3485	89
3486	49
3487	9
3488	16
3489	14
3490	44
3491	12
3492	67
3493	16
3494	48
3495	7
3496	80
3497	36
3498	19
3499	12
3500	3
3501	37
3502	26
3503	8
3504	18
3505	19
3506	11
3507	74
3508	6
3509	50
3510	14
3511	49
3512	24
3513	10
3514	1
3515	55
3516	42
3517	1
3518	16
3519	8
3520	18
3521	60
3522	33
3523	62
3524	4
3525	35
3526	23
3527	28
3528	8
3529	7
3530	8
3531	14
3532	17
3533	2
3534	14
3535	10
3536	4
3537	9
3538	4
3539	8
3540	32
3541	9
3542	7
3543	29
3544	23
3545	20
3546	13
3547	33
3548	22
3549	32
3550	28
3551	6
3552	38
3553	17
3554	8
3555	25
3556	13
3557	41
3558	6
3559	8
3560	22
3561	22
3562	12
3563	20
3564	27
3565	91
3566	4
3567	11
3568	15
3569	7
3570	16
3571	21
3572	35
3573	59
3574	77
3575	6
3576	49
3577	7
3578	2
3579	16
3580	20
3581	3
3582	18
3583	7
3584	31
3585	26
3586	46
3587	16
3588	11
3589	14
3590	80
3591	2
3592	15
3593	28
3594	12
3595	52
3596	76
3597	17
3598	7
3599	22
3600	35
3601	2
3602	7
3603	11
3604	22
3605	2
3606	15
3607	23
3608	13
3609	24
3610	66
3611	3
3612	37
3613	8
3614	3
3615	2
3616	16
3617	55
3618	12
3619	16
3620	2
3621	61
3622	7
3623	86
3624	13
3625	4
3626	12
3627	43
3628	5
3629	64
3630	5
3631	8
3632	70
3633	28
3634	73
3635	10
3636	11
3637	16
3638	59
3639	21
3640	9
3641	25
3642	73
3643	87
3644	10
3645	12
3646	1
3647	25
3648	39
3649	50
3650	3
3651	11
3652	3
3653	21
3654	3
3655	26
3656	35
3657	29
3658	11
3659	129
3660	1
3661	106
3662	28
3663	20
3664	22
3665	9
3666	1
3667	51
3668	37
3669	38
3670	54
3671	6
3672	7
3673	11
3674	21
3675	46
3676	14
3677	10
3678	35
3679	8
3680	91
3681	10
3682	57
3683	38
3684	9
3685	30
3686	12
3687	1
3688	96
3689	22
3690	11
3691	9
3692	10
3693	48
3694	57
3695	9
3696	53
3697	48
3698	1
3699	8
3700	34
3701	3
3702	3
3703	16
3704	5
3705	30
3706	21
3707	4
3708	25
3709	71
3710	10
3711	38
3712	66
3713	1
3714	58
3715	21
3716	27
3717	14
3718	13
3719	1
3720	77
3721	6
3722	6
3723	44
3724	27
3725	4
3726	55
3727	7
3728	6
3729	43
3730	4
3731	3
3732	66
3733	32
3734	3
3735	63
3736	14
3737	9
3738	1
3739	42
3740	1
3741	25
3742	17
3743	19
3744	3
3745	47
3746	47
3747	18
3748	46
3749	75
3750	28
3751	11
3752	12
3753	6
3754	38
3755	14
3756	83
3757	25
3758	36
3759	25
3760	36
3761	8
3762	22
3763	9
3764	6
3765	8
3766	89
3767	6
3768	7
3769	12
3770	2
3771	45
3772	23
3773	45
3774	5
3775	33
3776	32
3777	25
3778	52
3779	3
3780	15
3781	3
3782	61
3783	1
3784	60
3785	4
3786	24
3787	22
3788	50
3789	53
3790	51
3791	1
3792	5
3793	14
3794	31
3795	28
3796	58
3797	7
3798	26
3799	12
3800	5
3801	1
3802	10
3803	22
3804	31
3805	10
3806	20
3807	41
3808	3
3809	75
3810	23
3811	50
3812	7
3813	8
3814	8
3815	3
3816	18
3817	11
3818	2
3819	7
3820	2
3821	6
3822	1
3823	51
3824	1
3825	12
3826	30
3827	31
3828	24
3829	17
3830	4
3831	4
3832	49
3833	31
3834	9
3835	53
3836	45
3837	7
3838	9
3839	4
3840	9
3841	11
3842	13
3843	28
3844	3
3845	20
3846	8
3847	8
3848	30
3849	17
3850	31
3851	21
3852	46
3853	25
3854	28
3855	36
3856	10
3857	13
3858	35
3859	5
3860	19
3861	47
3862	67
3863	7
3864	34
3865	16
3866	8
3867	4
3868	12
3869	27
3870	27
3871	11
3872	30
3873	59
3874	2
3875	15
3876	16
3877	65
3878	10
3879	3
3880	1
3881	32
3882	28
3883	17
3884	12
3885	54
3886	55
3887	107
3888	25
3889	34
3890	3
3891	29
3892	20
3893	39
3894	4
3895	7
3896	55
3897	9
3898	12
3899	13
3900	4
3901	8
3902	12
3903	20
3904	1
3905	60
3906	24
3907	77
3908	53
3909	9
3910	11
3911	5
3912	49
3913	1
3914	23
3915	15
3916	10
3917	28
3918	34
3919	34
3920	32
3921	9
3922	11
3923	15
3924	21
3925	16
3926	1
3927	2
3928	8
3929	14
3930	36
3931	18
3932	94
3933	3
3934	10
3935	34
3936	5
3937	2
3938	41
3939	68
3940	20
3941	1
3942	20
3943	5
3944	33
3945	1
3946	20
3947	10
3948	55
3949	57
3950	5
3951	51
3952	10
3953	6
3954	52
3955	6
3956	10
3957	36
3958	17
3959	8
3960	11
3961	6
3962	65
3963	16
3964	16
3965	4
3966	24
3967	30
3968	95
3969	30
3970	3
3971	17
3972	58
3973	61
3974	26
3975	5
3976	1
3977	68
3978	14
3979	8
3980	7
3981	40
3982	39
3983	47
3984	11
3985	7
3986	13
3987	3
3988	48
3989	34
3990	46
3991	5
3992	39
3993	11
3994	4
3995	9
3996	3
3997	33
3998	3
3999	1
4000	8
4001	52
4002	49
4003	1
4004	12
4005	9
4006	32
4007	64
4008	4
4009	24
4010	19
4011	42
4012	32
4013	3
4014	7
4015	5
4016	10
4017	1
4018	16
4019	4
4020	14
4021	43
4022	14
4023	32
4024	9
4025	22
4026	29
4027	29
4028	5
4029	17
4030	18
4031	67
4032	2
4033	11
4034	41
4035	17
4036	40
4037	24
4038	9
4039	12
4040	13
4041	17
4042	11
4043	15
4044	3
4045	10
4046	8
4047	10
4048	14
4049	3
4050	7
4051	10
4052	1
4053	13
4054	12
4055	13
4056	37
4057	5
4058	28
4059	52
4060	9
4061	68
4062	10
4063	12
4064	78
4065	1
4066	7
4067	35
4068	31
4069	7
4070	16
4071	3
4072	25
4073	23
4074	6
4075	11
4076	68
4077	12
4078	49
4079	54
4080	11
4081	31
4082	72
4083	2
4084	2
4085	52
4086	2
4087	30
4088	27
4089	37
4090	1
4091	11
4092	3
4093	7
4094	3
4095	61
4096	18
4097	15
4098	10
4099	38
4100	17
4101	16
4102	43
4103	4
4104	13
4105	10
4106	15
4107	43
4108	8
4109	19
4110	9
4111	26
4112	20
4113	6
4114	18
4115	18
4116	32
4117	21
4118	7
4119	24
4120	20
4121	2
4122	9
4123	9
4124	10
4125	13
4126	52
4127	1
4128	103
4129	7
4130	9
4131	151
4132	39
4133	20
4134	33
4135	48
4136	104
4137	11
4138	15
4139	3
4140	94
4141	9
4142	105
4143	4
4144	26
4145	29
4146	12
4147	96
4148	8
4149	17
4150	13
4151	1
4152	31
4153	6
4154	1
4155	20
4156	12
4157	10
4158	14
4159	40
4160	3
4161	2
4162	9
4163	9
4164	13
4165	49
4166	15
4167	5
4168	21
4169	52
4170	15
4171	4
4172	15
4173	23
4174	7
4175	12
4176	23
4177	7
4178	20
4179	4
4180	13
4181	52
4182	28
4183	16
4184	24
4185	49
4186	18
4187	44
4188	5
4189	12
4190	26
4191	6
4192	9
4193	34
4194	53
4195	9
4196	27
4197	22
4198	22
4199	52
4200	48
4201	9
4202	3
4203	6
4204	7
4205	2
4206	21
4207	61
4208	11
4209	38
4210	26
4211	13
4212	11
4213	13
4214	16
4215	1
4216	17
4217	1
4218	17
4219	18
4220	17
4221	12
4222	8
4223	15
4224	1
4225	5
4226	20
4227	8
4228	24
4229	17
4230	12
4231	35
4232	20
4233	26
4234	28
4235	13
4236	29
4237	5
4238	3
4239	17
4240	47
4241	32
4242	47
4243	1
4244	14
4245	31
4246	39
4247	17
4248	36
4249	61
4250	41
4251	16
4252	6
4253	14
4254	41
4255	5
4256	3
4257	17
4258	5
4259	30
4260	3
4261	35
4262	1
4263	53
4264	23
4265	17
4266	32
4267	6
4268	2
4269	38
4270	20
4271	15
4272	1
4273	4
4274	2
4275	41
4276	13
4277	5
4278	24
4279	27
4280	72
4281	16
4282	24
4283	2
4284	7
4285	10
4286	103
4287	9
4288	36
4289	19
4290	47
4291	22
4292	30
4293	30
4294	18
4295	10
4296	21
4297	11
4298	53
4299	21
4300	5
4301	12
4302	3
4303	20
4304	17
4305	21
4306	23
4307	1
4308	23
4309	56
4310	1
4311	9
4312	12
4313	12
4314	31
4315	17
4316	1
4317	59
4318	32
4319	12
4320	4
4321	26
4322	23
4323	18
4324	3
4325	47
4326	29
4327	8
4328	29
4329	11
4330	14
4331	20
4332	15
4333	31
4334	61
4335	29
4336	28
4337	9
4338	7
4339	30
4340	8
4341	20
4342	59
4343	35
4344	26
4345	7
4346	34
4347	102
4348	6
4349	5
4350	1
4351	37
4352	7
4353	66
4354	34
4355	33
4356	13
4357	49
4358	1
4359	22
4360	19
4361	14
4362	4
4363	2
4364	32
4365	6
4366	39
4367	16
4368	16
4369	2
4370	11
4371	7
4372	36
4373	49
4374	24
4375	28
4376	21
4377	20
4378	7
4379	18
4380	8
4381	54
4382	3
4383	7
4384	76
4385	2
4386	56
4387	50
4388	2
4389	8
4390	33
4391	6
4392	22
4393	52
4394	32
4395	4
4396	2
4397	3
4398	2
4399	1
4400	45
4401	9
4402	31
4403	29
4404	63
4405	13
4406	4
4407	36
4408	9
4409	8
4410	2
4411	9
4412	6
4413	12
4414	12
4415	37
4416	12
4417	7
4418	29
4419	23
4420	69
4421	100
4422	32
4423	58
4424	8
4425	47
4426	88
4427	13
4428	6
4429	3
4430	15
4431	33
4432	8
4433	43
4434	11
4435	23
4436	59
4437	31
4438	73
4439	1
4440	10
4441	11
4442	3
4443	9
4444	18
4445	28
4446	4
4447	24
4448	7
4449	14
4450	7
4451	31
4452	3
4453	43
4454	21
4455	8
4456	12
4457	25
4458	22
4459	16
4460	32
4461	44
4462	5
4463	19
4464	12
4465	50
4466	3
4467	8
4468	32
4469	32
4470	1
4471	5
4472	5
4473	44
4474	5
4475	29
4476	7
4477	9
4478	5
4479	30
4480	2
4481	5
4482	16
4483	35
4484	33
4485	47
4486	15
4487	8
4488	16
4489	20
4490	3
4491	8
4492	16
4493	10
4494	4
4495	14
4496	10
4497	1
4498	7
4499	22
4500	22
4501	31
4502	9
4503	40
4504	14
4505	23
4506	27
4507	4
4508	1
4509	33
4510	18
4511	23
4512	14
4513	26
4514	4
4515	1
4516	23
4517	10
4518	20
4519	4
4520	11
4521	3
4522	8
4523	1
4524	10
4525	29
4526	13
4527	20
4528	6
4529	73
4530	69
4531	12
4532	54
4533	12
4534	1
4535	49
4536	4
4537	30
4538	13
4539	21
4540	36
4541	10
4542	1
4543	22
4544	13
4545	67
4546	21
4547	3
4548	4
4549	10
4550	19
4551	31
4552	9
4553	100
4554	2
4555	22
4556	1
4557	42
4558	13
4559	2
4560	24
4561	4
4562	23
4563	29
4564	7
4565	21
4566	117
4567	2
4568	1
4569	12
4570	2
4571	4
4572	2
4573	26
4574	10
4575	23
4576	2
4577	74
4578	36
4579	81
4580	28
4581	10
4582	33
4583	29
4584	31
4585	62
4586	25
4587	7
4588	39
4589	53
4590	10
4591	11
4592	90
4593	5
4594	18
4595	3
4596	1
4597	23
4598	12
4599	22
4600	15
4601	47
4602	33
4603	22
4604	14
4605	21
4606	23
4607	62
4608	42
4609	27
4610	2
4611	34
4612	9
4613	30
4614	14
4615	22
4616	30
4617	12
4618	19
4619	15
4620	6
4621	2
4622	5
4623	7
4624	51
4625	16
4626	34
4627	32
4628	207
4629	9
4630	19
4631	25
4632	48
4633	19
4634	36
4635	2
4636	45
4637	63
4638	2
4639	28
4640	7
4641	24
4642	47
4643	37
4644	19
4645	33
4646	2
4647	3
4648	49
4649	49
4650	29
4651	27
4652	25
4653	5
4654	10
4655	5
4656	8
4657	43
4658	6
4659	37
4660	10
4661	100
4662	7
4663	22
4664	8
4665	1
4666	10
4667	34
4668	2
4669	57
4670	3
4671	48
4672	32
4673	3
4674	8
4675	30
4676	6
4677	12
4678	27
4679	14
4680	32
4681	103
4682	86
4683	125
4684	28
4685	10
4686	5
4687	1
4688	1
4689	6
4690	66
4691	3
4692	46
4693	98
4694	2
4695	44
4696	16
4697	24
4698	3
4699	5
4700	6
4701	34
4702	7
4703	26
4704	25
4705	20
4706	9
4707	32
4708	28
4709	22
4710	3
4711	67
4712	11
4713	12
4714	44
4715	82
4716	8
4717	7
4718	39
4719	20
4720	13
4721	52
4722	5
4723	19
4724	31
4725	31
4726	21
4727	45
4728	6
4729	15
4730	13
4731	19
4732	11
4733	7
4734	9
4735	8
4736	18
4737	20
4738	23
4739	30
4740	21
4741	15
4742	8
4743	56
4744	5
4745	110
4746	7
4747	12
4748	38
4749	34
4750	9
4751	22
4752	40
4753	9
4754	10
4755	5
4756	8
4757	57
4758	45
4759	19
4760	45
4761	24
4762	11
4763	19
4764	18
4765	6
4766	5
4767	43
4768	26
4769	24
4770	56
4771	22
4772	4
4773	21
4774	9
4775	6
4776	57
4777	5
4778	6
4779	17
4780	34
4781	87
4782	5
4783	11
4784	2
4785	8
4786	6
4787	18
4788	4
4789	10
4790	36
4791	34
4792	3
4793	6
4794	51
4795	15
4796	19
4797	6
4798	6
4799	12
4800	3
4801	1
4802	12
4803	42
4804	52
4805	21
4806	8
4807	72
4808	2
4809	24
4810	6
4811	44
4812	3
4813	8
4814	57
4815	6
4816	11
4817	2
4818	23
4819	31
4820	77
4821	102
4822	26
4823	4
4824	9
4825	9
4826	5
4827	1
4828	11
4829	5
4830	3
4831	63
4832	40
4833	47
4834	26
4835	18
4836	11
4837	6
4838	8
4839	38
4840	2
4841	55
4842	1
4843	11
4844	10
4845	17
4846	7
4847	8
4848	14
4849	6
4850	7
4851	18
4852	37
4853	75
4854	2
4855	64
4856	35
4857	49
4858	43
4859	32
4860	3
4861	15
4862	4
4863	32
4864	76
4865	2
4866	15
4867	8
4868	13
4869	7
4870	15
4871	29
4872	15
4873	22
4874	15
4875	1
4876	34
4877	26
4878	21
4879	37
4880	4
4881	98
4882	4
4883	46
4884	30
4885	16
4886	2
4887	8
4888	40
4889	89
4890	4
4891	27
4892	7
4893	11
4894	45
4895	59
4896	4
4897	4
4898	1
4899	23
4900	41
4901	40
4902	18
4903	32
4904	58
4905	1
4906	32
4907	1
4908	5
4909	48
4910	8
4911	7
4912	14
4913	5
4914	11
4915	6
4916	11
4917	36
4918	60
4919	10
4920	18
4921	24
4922	110
4923	9
4924	4
4925	1
4926	35
4927	1
4928	30
4929	21
4930	3
4931	10
4932	22
4933	13
4934	7
4935	4
4936	17
4937	4
4938	39
4939	42
4940	14
4941	17
4942	28
4943	27
4944	2
4945	11
4946	30
4947	3
4948	75
4949	13
4950	43
4951	22
4952	16
4953	7
4954	12
4955	81
4956	11
4957	28
4958	24
4959	26
4960	25
4961	12
4962	39
4963	6
4964	19
4965	8
4966	13
4967	57
4968	42
4969	6
4970	7
4971	17
4972	30
4973	1
4974	53
4975	1
4976	60
4977	16
4978	14
4979	12
4980	95
4981	23
4982	1
4983	24
4984	40
4985	6
4986	7
4987	35
4988	1
4989	2
4990	1
4991	13
4992	6
4993	3
4994	46
4995	1
4996	9
4997	14
4998	18
4999	40
5000	10
5001	38
5002	4
5003	11
5004	33
5005	37
5006	36
5007	10
5008	11
5009	22
5010	87
5011	10
5012	2
5013	17
5014	33
5015	33
5016	22
5017	18
5018	5
5019	32
5020	38
5021	12
5022	33
5023	9
5024	21
5025	19
5026	27
5027	2
5028	7
5029	15
5030	7
5031	27
5032	7
5033	7
5034	2
5035	8
5036	17
5037	10
5038	9
5039	84
5040	53
5041	57
5042	9
5043	23
5044	11
5045	32
5046	3
5047	46
5048	29
5049	11
5050	28
5051	5
5052	22
5053	22
5054	56
5055	6
5056	29
5057	15
5058	12
5059	2
5060	2
5061	27
5062	12
5063	14
5064	17
5065	3
5066	82
5067	19
5068	23
5069	26
5070	43
5071	32
5072	41
5073	29
5074	31
5075	64
5076	32
5077	10
5078	29
5079	11
5080	6
5081	24
5082	73
5083	43
5084	8
5085	8
5086	11
5087	6
5088	6
5089	1
5090	19
5091	14
5092	17
5093	28
5094	3
5095	56
5096	33
5097	48
5098	15
5099	19
5100	11
5101	13
5102	10
5103	32
5104	14
5105	2
5106	2
5107	22
5108	17
5109	42
5110	10
5111	35
5112	23
5113	29
5114	52
5115	39
5116	1
5117	5
5118	4
5119	2
5120	11
5121	20
5122	8
5123	17
5124	23
5125	8
5126	70
5127	11
5128	22
5129	10
5130	11
5131	11
5132	64
5133	2
5134	11
5135	16
5136	6
5137	32
5138	91
5139	3
5140	27
5141	2
5142	1
5143	74
5144	37
5145	34
5146	57
5147	12
5148	7
5149	16
5150	2
5151	33
5152	83
5153	17
5154	33
5155	11
5156	63
5157	1
5158	16
5159	20
5160	3
5161	36
5162	34
5163	19
5164	4
5165	24
5166	5
5167	40
5168	8
5169	25
5170	16
5171	21
5172	24
5173	7
5174	23
5175	9
5176	47
5177	36
5178	11
5179	32
5180	7
5181	42
5182	21
5183	2
5184	21
5185	20
5186	2
5187	40
5188	29
5189	22
5190	14
5191	20
5192	14
5193	27
5194	87
5195	23
5196	34
5197	53
5198	14
5199	6
5200	21
5201	4
5202	11
5203	23
5204	8
5205	36
5206	22
5207	22
5208	12
5209	10
5210	7
5211	2
5212	102
5213	34
5214	71
5215	19
5216	15
5217	4
5218	49
5219	7
5220	12
5221	62
5222	16
5223	23
5224	4
5225	43
5226	1
5227	3
5228	25
5229	5
5230	9
5231	45
5232	4
5233	3
5234	11
5235	64
5236	1
5237	5
5238	2
5239	28
5240	25
5241	118
5242	6
5243	21
5244	4
5245	4
5246	3
5247	15
5248	30
5249	18
5250	24
5251	60
5252	21
5253	22
5254	30
5255	3
5256	13
5257	58
5258	37
5259	18
5260	22
5261	9
5262	67
5263	17
5264	4
5265	45
5266	20
5267	10
5268	15
5269	7
5270	23
5271	21
5272	43
5273	4
5274	14
5275	15
5276	14
5277	17
5278	20
5279	10
5280	20
5281	36
5282	58
5283	5
5284	6
5285	55
5286	17
5287	10
5288	1
5289	35
5290	25
5291	24
5292	15
5293	28
5294	3
5295	8
5296	12
5297	23
5298	4
5299	2
5300	17
5301	11
5302	17
5303	7
5304	8
5305	16
5306	76
5307	28
5308	33
5309	6
5310	10
5311	34
5312	35
5313	34
5314	7
5315	23
5316	1
5317	3
5318	10
5319	4
5320	8
5321	3
5322	18
5323	70
5324	18
5325	21
5326	23
5327	44
5328	39
5329	54
5330	25
5331	16
5332	4
5333	30
5334	5
5335	9
5336	24
5337	14
5338	11
5339	19
5340	17
5341	9
5342	19
5343	3
5344	9
5345	1
5346	10
5347	3
5348	5
5349	11
5350	34
5351	1
5352	7
5353	7
5354	10
5355	37
5356	5
5357	17
5358	7
5359	64
5360	9
5361	29
5362	8
5363	22
5364	27
5365	15
5366	48
5367	14
5368	47
5369	17
5370	7
5371	18
5372	46
5373	1
5374	15
5375	18
5376	10
5377	21
5378	8
5379	52
5380	41
5381	8
5382	9
5383	21
5384	11
5385	5
5386	37
5387	3
5388	3
5389	38
5390	46
5391	11
5392	3
5393	18
5394	5
5395	74
5396	13
5397	29
5398	27
5399	26
5400	38
5401	5
5402	28
5403	34
5404	37
5405	29
5406	22
5407	37
5408	19
5409	23
5410	39
5411	3
5412	22
5413	11
5414	10
5415	17
5416	8
5417	18
5418	14
5419	11
5420	34
5421	38
5422	5
5423	33
5424	3
5425	18
5426	5
5427	29
5428	23
5429	9
5430	46
5431	19
5432	28
5433	61
5434	19
5435	37
5436	17
5437	10
5438	3
5439	18
5440	39
5441	7
5442	8
5443	25
5444	8
5445	63
5446	6
5447	1
5448	14
5449	74
5450	10
5451	68
5452	6
5453	33
5454	1
5455	1
5456	33
5457	2
5458	10
5459	29
5460	2
5461	3
5462	39
5463	22
5464	31
5465	27
5466	12
5467	70
5468	8
5469	5
5470	12
5471	35
5472	9
5473	5
5474	4
5475	6
5476	50
5477	21
5478	2
5479	27
5480	53
5481	39
5482	1
5483	2
5484	45
5485	41
5486	45
5487	2
5488	5
5489	2
5490	33
5491	13
5492	21
5493	8
5494	45
5495	18
5496	3
5497	3
5498	9
5499	60
5500	5
5501	3
5502	7
5503	41
5504	40
5505	22
5506	11
5507	8
5508	10
5509	9
5510	3
5511	15
5512	1
5513	69
5514	36
5515	3
5516	17
5517	48
5518	42
5519	3
5520	8
5521	2
5522	3
5523	3
5524	11
5525	10
5526	6
5527	21
5528	26
5529	2
5530	33
5531	24
5532	25
5533	53
5534	7
5535	16
5536	13
5537	13
5538	33
5539	144
5540	77
5541	40
5542	8
5543	24
5544	13
5545	12
5546	21
5547	8
5548	28
5549	16
5550	8
5551	4
5552	27
5553	3
5554	8
5555	38
5556	10
5557	9
5558	32
5559	15
5560	16
5561	38
5562	13
5563	4
5564	12
5565	8
5566	24
5567	4
5568	83
5569	22
5570	3
5571	2
5572	15
5573	1
5574	6
5575	22
5576	20
5577	49
5578	35
5579	13
5580	35
5581	50
5582	8
5583	43
5584	3
5585	1
5586	4
5587	23
5588	12
5589	11
5590	46
5591	19
5592	34
5593	6
5594	99
5595	69
5596	35
5597	13
5598	1
5599	40
5600	13
5601	5
5602	115
5603	21
5604	19
5605	10
5606	17
5607	5
5608	11
5609	118
5610	8
5611	26
5612	141
5613	55
5614	30
5615	14
5616	48
5617	114
5618	16
5619	23
5620	11
5621	17
5622	26
5623	12
5624	8
5625	10
5626	24
5627	47
5628	3
5629	31
5630	22
5631	17
5632	70
5633	22
5634	5
5635	28
5636	28
5637	4
5638	9
5639	10
5640	2
5641	46
5642	8
5643	3
5644	9
5645	52
5646	41
5647	17
5648	2
5649	27
5650	18
5651	19
5652	11
5653	14
5654	50
5655	8
5656	17
5657	63
5658	4
5659	5
5660	1
5661	48
5662	37
5663	24
5664	10
5665	44
5666	1
5667	12
5668	19
5669	8
5670	102
5671	6
5672	35
5673	19
5674	11
5675	18
5676	32
5677	16
5678	45
5679	14
5680	18
5681	3
5682	77
5683	16
5684	34
5685	1
5686	1
5687	18
5688	7
5689	59
5690	38
5691	13
5692	7
5693	3
5694	36
5695	9
5696	46
5697	6
5698	34
5699	11
5700	30
5701	40
5702	8
5703	4
5704	77
5705	24
5706	27
5707	16
5708	7
5709	15
5710	5
5711	1
5712	48
5713	16
5714	18
5715	16
5716	11
5717	47
5718	3
5719	1
5720	14
5721	28
5722	8
5723	11
5724	54
5725	119
5726	30
5727	41
5728	35
5729	40
5730	3
5731	4
5732	8
5733	8
5734	3
5735	28
5736	7
5737	8
5738	11
5739	16
5740	3
5741	5
5742	62
5743	15
5744	3
5745	6
5746	3
5747	12
5748	4
5749	20
5750	10
5751	12
5752	15
5753	8
5754	55
5755	4
5756	5
5757	21
5758	7
5759	12
5760	8
5761	7
5762	20
5763	13
5764	26
5765	35
5766	54
5767	2
5768	14
5769	1
5770	58
5771	12
5772	2
5773	115
5774	10
5775	37
5776	19
5777	2
5778	7
5779	22
5780	12
5781	10
5782	21
5783	46
5784	6
5785	2
5786	45
5787	53
5788	4
5789	2
5790	3
5791	21
5792	50
5793	4
5794	33
