Sample	VCN_by_VIS
PD49229b_lo0859	0
PD49229b_lo0860	0
PD49229b_lo0861	0
PD49229b_lo0862	0
PD49229b_lo0863	2
PD49229b_lo0864	4
PD49229b_lo0865	1
PD49229b_lo0866	1
PD49229b_lo0867	0
PD49229b_lo0868	0
PD49229b_lo0869	0
PD49229b_lo0870	0
PD49229b_lo0871	0
PD49229b_lo0872	0
PD49229b_lo0876	4
PD49229b_lo0877	2
PD49229b_lo0878	4
PD49229b_lo0879	4
PD49229b_lo0880	0
PD49229b_lo0881	3
PD49229b_lo0882	1
PD49229b_lo0883	0
PD49229b_lo0884	0
PD49229b_lo0885	3
PD49229b_lo0889	0
PD49229b_lo0890	1
PD49229b_lo0891	1
PD49229b_lo0892	0
PD49229b_lo0893	1
PD49229b_lo0894	0
PD49229b_lo0895	0
PD49229b_lo0896	0
PD49229b_lo0897	0
PD49229b_lo0898	0
PD49229b_lo0899	0
PD49229b_lo0900	1
PD49229b_lo0901	1
PD49229b_lo0902	0
PD49229b_lo0903	0
PD49229b_lo0904	4
PD49229b_lo0905	0
PD49229b_lo0906	0
PD49229b_lo0907	0
PD49229b_lo0908	0
PD49229b_lo0909	0
PD49229b_lo0910	0
PD49229b_lo0911	2
PD49229b_lo0912	1
PD49229b_lo0913	0
PD49229b_lo0914	0
PD49229b_lo0915	0
PD49229b_lo0916	4
PD49229b_lo0917	0
PD49229b_lo0918	0
PD49229b_lo0919	1
PD49229b_lo0920	0
PD49229b_lo0921	0
PD49229b_lo0922	0
PD49229b_lo0923	0
PD49229b_lo0924	1
PD49229b_lo0925	0
PD49229b_lo0926	1
PD49229b_lo0927	0
PD49229b_lo0928	0
PD49229b_lo0929	2
PD49229b_lo0930	0
PD49229b_lo0931	0
PD49229b_lo0932	0
PD49229b_lo0933	0
PD49229b_lo0934	0
PD49229b_lo0935	0
PD49229b_lo0936	2
PD49229b_lo0937	1
PD49229b_lo0938	0
PD49229b_lo0939	0
PD49229b_lo0940	0
PD49229b_lo0941	0
PD49229b_lo0942	1
PD49229b_lo0943	0
PD49229b_lo0944	0
PD49229b_lo0945	2
PD49229b_lo0946	4
PD49229b_lo0947	0
PD49229b_lo0949	3
PD49229b_lo0950	0
PD49229b_lo0951	3
PD49229b_lo0952	1
PD49229b_lo0953	2
PD49229b_lo0954	1
PD49229b_lo0955	0
PD49229b_lo0956	0
PD49229b_lo0957	0
PD49229b_lo0958	3
PD49229b_lo0959	0
PD49229b_lo0960	0
PD49229b_lo0961	0
PD49229b_lo0962	1
PD49229b_lo0963	0
PD49229b_lo0964	0
PD49229b_lo0965	0
PD49229b_lo0966	3
PD49229b_lo0967	0
PD49229b_lo0968	0
PD49229b_lo0969	0
PD49229b_lo0970	0
PD49229b_lo0971	0
PD49229b_lo0972	0
PD49229b_lo0973	1
PD49229b_lo0974	1
PD49229b_lo0975	0
PD49229b_lo0976	1
PD49229b_lo0977	0
PD49229b_lo0978	0
PD49229b_lo0979	0
PD49229b_lo0980	0
PD49229b_lo0981	0
PD49229b_lo0982	0
PD49229b_lo0983	0
PD49229b_lo0984	2
PD49229b_lo0985	2
PD49229b_lo0986	2
PD49229b_lo0987	0
PD49229b_lo0988	0
PD49229b_lo0989	0
PD49229b_lo1018	0
PD53373b_lo0001	0
PD53373b_lo0002	3
PD53373b_lo0003	2
PD53373b_lo0004	6
PD53373b_lo0005	1
PD53373b_lo0006	1
PD53373b_lo0007	0
PD53373b_lo0008	1
PD53373b_lo0009	1
PD53373b_lo0010	3
PD53373b_lo0011	1
PD53373b_lo0012	3
PD53373b_lo0013	2
PD53373b_lo0014	4
PD53373b_lo0015	1
PD53373b_lo0016	1
PD53373b_lo0017	3
PD53373b_lo0018	1
PD53373b_lo0019	2
PD53373b_lo0020	2
PD53373b_lo0021	6
PD53373b_lo0022	3
PD53373b_lo0023	1
PD53373b_lo0024	0
PD53373b_lo0025	2
PD53373b_lo0026	2
PD53373b_lo0027	5
PD53373b_lo0028	1
PD53373b_lo0029	8
PD53373b_lo0030	0
PD53373b_lo0031	3
PD53373b_lo0033	0
PD53373b_lo0034	0
PD53373b_lo0035	2
PD53373b_lo0036	1
PD53373b_lo0037	2
PD53373b_lo0038	12
PD53373b_lo0039	2
PD53373b_lo0040	2
PD53373b_lo0041	1
PD53373b_lo0042	1
PD53373b_lo0043	0
PD53373b_lo0044	1
PD53373b_lo0045	4
PD53373b_lo0046	0
PD53373b_lo0047	0
PD53373b_lo0048	2
PD53373b_lo0049	0
PD53373b_lo0050	3
PD53373b_lo0051	1
PD53373b_lo0053	3
PD53373b_lo0054	1
PD53373b_lo0055	0
PD53373b_lo0056	0
PD53373b_lo0057	1
PD53373b_lo0058	3
PD53373b_lo0059	0
PD53373b_lo0060	3
PD53373b_lo0061	4
PD53373b_lo0062	1
PD53373b_lo0063	0
PD53373b_lo0064	6
PD53373b_lo0065	1
PD53373b_lo0066	7
PD53373b_lo0067	0
PD53373b_lo0068	6
PD53373b_lo0069	6
PD53373b_lo0070	2
PD53373b_lo0071	2
PD53373b_lo0072	3
PD53373b_lo0073	1
PD53373b_lo0074	1
PD53373b_lo0075	2
PD53373b_lo0076	2
PD53373b_lo0077	0
PD53373b_lo0078	0
PD53373b_lo0079	1
PD53373b_lo0080	4
PD53373b_lo0081	1
PD53373b_lo0082	2
PD53373b_lo0083	1
PD53373b_lo0084	1
PD53373b_lo0085	1
PD53373b_lo0086	1
PD53373b_lo0087	1
PD53373b_lo0088	0
PD53373b_lo0089	1
PD53373b_lo0090	1
PD53373b_lo0091	0
PD53373b_lo0092	2
PD53373b_lo0093	1
PD53373b_lo0094	2
PD53373b_lo0095	6
PD53373b_lo0096	3
PD53373b_lo0097	0
PD53373b_lo0099	1
PD53373b_lo0100	0
PD53373b_lo0101	0
PD53373b_lo0102	1
PD53373b_lo0103	2
PD53373b_lo0105	2
PD53373b_lo0106	5
PD53373b_lo0108	6
PD53373b_lo0109	0
PD53373b_lo0110	3
PD53373b_lo0111	0
PD53373b_lo0112	0
PD53373b_lo0113	1
PD53373b_lo0114	1
PD53373b_lo0115	5
PD53373b_lo0116	0
PD53373b_lo0118	3
PD53373b_lo0119	4
PD53373b_lo0120	6
PD53373b_lo0121	2
PD53373b_lo0122	3
PD53373b_lo0123	0
PD53373b_lo0124	3
PD53373b_lo0125	2
PD53373b_lo0126	7
PD53373b_lo0127	2
PD53373b_lo0128	0
PD53373b_lo0129	1
PD53373b_lo0130	3
PD53373b_lo0131	0
PD53373b_lo0132	0
PD53373b_lo0133	3
PD53373b_lo0134	5
PD53373b_lo0135	2
PD53373b_lo0137	1
PD53373b_lo0138	11
PD53373b_lo0140	0
PD53373b_lo0141	2
PD53373b_lo0142	1
PD53373b_lo0143	4
PD53373b_lo0144	1
PD53373b_lo0145	2
PD53373b_lo0146	0
PD53373b_lo0147	1
PD53373b_lo0148	3
PD53373b_lo0149	2
PD53373b_lo0150	2
PD53373b_lo0151	1
PD53373b_lo0152	7
PD53373b_lo0153	4
PD53373b_lo0154	2
PD53373b_lo0155	3
PD53373b_lo0157	3
PD53373b_lo0158	0
PD53373b_lo0159	1
PD53373b_lo0160	4
PD53373b_lo0161	3
PD53373b_lo0163	4
PD53373b_lo0164	3
PD53373b_lo0165	3
PD53373b_lo0166	0
PD53373b_lo0167	3
PD53373b_lo0168	5
PD53373b_lo0169	1
PD53373b_lo0170	0
PD53373b_lo0171	6
PD53373b_lo0172	2
PD53373b_lo0173	2
PD53373b_lo0174	0
PD53373b_lo0175	3
PD53373b_lo0176	3
PD53373b_lo0177	4
PD53373b_lo0178	4
PD53373b_lo0179	0
PD53373b_lo0180	0
PD53373b_lo0181	0
PD53373b_lo0182	1
PD53373b_lo0183	1
PD53373b_lo0184	3
PD53373b_lo0185	0
PD53373b_lo0187	0
PD53373b_lo0188	3
PD53373b_lo0189	1
PD53373b_lo0190	4
PD53373b_lo0191	2
PD53373b_lo0192	2
PD53373b_lo0193	2
PD53373b_lo0194	2
PD53373b_lo0195	6
PD53373b_lo0196	2
PD53373b_lo0198	7
PD53373b_lo0199	0
PD53373b_lo0200	0
PD53373b_lo0201	0
PD53373b_lo0203	3
PD53373b_lo0204	1
PD53373b_lo0205	0
PD53373b_lo0206	0
PD53373b_lo0207	3
PD53373b_lo0208	2
PD53373b_lo0209	4
PD53373b_lo0210	5
PD53373b_lo0211	4
PD53373b_lo0212	7
PD53373b_lo0214	6
PD53373b_lo0215	0
PD53373b_lo0217	4
PD53373b_lo0218	0
PD53373b_lo0219	6
PD53373b_lo0220	1
PD53373b_lo0221	0
PD53373b_lo0222	0
PD53373b_lo0223	3
PD53373b_lo0224	1
PD53373b_lo0227	1
PD53373b_lo0228	4
PD53373b_lo0229	0
PD53373b_lo0230	0
PD53373b_lo0231	2
PD53373b_lo0232	0
PD53373b_lo0233	0
PD53373b_lo0234	6
PD53373b_lo0236	0
PD53373b_lo0237	1
PD53373b_lo0238	1
PD53373b_lo0239	2
PD53373b_lo0240	3
PD53373b_lo0241	4
PD53373b_lo0242	0
PD53373b_lo0243	0
PD53373b_lo0244	0
PD53373b_lo0245	4
PD53373b_lo0246	3
PD53373b_lo0247	0
PD53373b_lo0248	0
PD53373b_lo0249	3
PD53373b_lo0250	0
PD53373b_lo0252	2
PD53373b_lo0253	1
PD53373b_lo0254	0
PD53373b_lo0255	1
PD53373b_lo0256	2
PD53373b_lo0257	0
PD53373b_lo0258	2
PD53373b_lo0259	1
PD53373b_lo0260	0
PD53373b_lo0261	2
PD53373b_lo0262	0
PD53373b_lo0264	0
PD53373b_lo0265	1
PD53373b_lo0266	0
PD53373b_lo0267	0
PD53373b_lo0268	3
PD53373b_lo0270	1
PD53373b_lo0272	0
PD53373b_lo0273	0
PD53373b_lo0274	1
PD53373b_lo0275	0
PD53373b_lo0277	7
PD53373b_lo0278	1
PD53373b_lo0279	1
PD53373b_lo0280	3
PD53373b_lo0281	4
PD53373b_lo0282	1
PD53373b_lo0285	1
PD53373b_lo0286	4
PD53373b_lo0287	2
PD53373b_lo0289	0
PD53373b_lo0290	0
PD53373b_lo0291	0
PD53373b_lo0292	0
PD53373b_lo0293	0
PD53373b_lo0294	0
PD53373b_lo0295	0
PD53373b_lo0296	0
PD53373b_lo0297	0
PD53373b_lo0298	0
PD53373b_lo0299	0
PD53373b_lo0300	0
PD53373b_lo0301	0
PD53373b_lo0302	0
PD53373b_lo0303	0
PD53373b_lo0304	0
PD53373b_lo0305	0
PD53373b_lo0306	0
PD53373b_lo0307	0
PD53373b_lo0308	0
PD53373b_lo0309	0
PD53373b_lo0311	0
PD53373b_lo0313	0
PD53373b_lo0314	0
PD53373b_lo0315	0
PD53373b_lo0316	0
PD53373b_lo0317	0
PD53373b_lo0318	0
PD53373b_lo0319	0
PD53373b_lo0320	0
PD53373b_lo0321	0
PD53373b_lo0322	0
PD53373b_lo0323	0
PD53373b_lo0324	0
PD53373b_lo0325	0
PD53373b_lo0326	0
PD53373b_lo0327	0
PD53373b_lo0328	0
PD53373b_lo0329	0
PD53373b_lo0330	0
PD53373b_lo0331	0
PD53373b_lo0332	0
PD53373b_lo0333	0
PD53373b_lo0334	0
PD53373b_lo0335	0
PD53373b_lo0337	0
PD53373b_lo0338	0
PD53373b_lo0339	0
PD53373b_lo0340	0
PD53373b_lo0341	0
PD53373b_lo0342	0
PD53373b_lo0343	0
PD53373b_lo0344	0
PD53373b_lo0345	0
PD53373b_lo0346	0
PD53373b_lo0347	0
PD53373b_lo0348	0
PD53373b_lo0349	0
PD53373b_lo0350	0
PD53373b_lo0351	0
PD53373b_lo0352	0
PD53373b_lo0353	0
PD53373b_lo0354	0
PD53373b_lo0355	0
PD53373b_lo0356	0
PD53373b_lo0357	0
PD53373b_lo0358	0
PD53373b_lo0359	0
PD53373b_lo0361	0
PD53373b_lo0362	0
PD53373b_lo0363	0
PD53373b_lo0364	0
PD53373b_lo0365	0
PD53373b_lo0366	0
PD53373b_lo0367	0
PD53373b_lo0368	0
PD53373b_lo0369	0
PD53373b_lo0370	0
PD53373b_lo0371	0
PD53373b_lo0372	0
PD53373b_lo0373	0
PD53373b_lo0374	0
PD53373b_lo0375	0
PD53373b_lo0376	0
PD53373b_lo0377	0
PD53373b_lo0378	0
PD53373b_lo0379	0
PD53373b_lo0380	0
PD53373b_lo0381	0
PD53373b_lo0382	0
PD53373b_lo0383	0
PD53373b_lo0386	0
PD53373b_lo0387	0
PD53373b_lo0388	0
PD53373b_lo0389	0
PD53373b_lo0390	0
PD53373b_lo0391	0
PD53373b_lo0393	0
PD53373b_lo0394	0
PD53373b_lo0395	0
PD53373b_lo0396	0
PD53373b_lo0397	0
PD53373b_lo0398	0
PD53373b_lo0399	0
PD53373b_lo0401	0
PD53373b_lo0402	0
PD53373b_lo0404	0
PD53373b_lo0405	0
PD53373b_lo0406	0
PD53373b_lo0407	0
PD53373b_lo0408	0
PD53373b_lo0410	0
PD53373b_lo0411	0
PD53373b_lo0414	0
PD53373b_lo0415	0
PD53373b_lo0416	0
PD53373b_lo0417	0
PD53373b_lo0418	0
PD53373b_lo0419	0
PD53373b_lo0420	0
PD53373b_lo0421	0
PD53373b_lo0423	0
PD53373b_lo0425	0
PD53373b_lo0428	0
PD53373b_lo0429	0
PD53373b_lo0430	0
PD53373b_lo0431	0
PD53373b_lo0434	0
PD53373b_lo0436	0
PD53373b_lo0437	0
PD53373b_lo0439	0
PD53373b_lo0442	0
PD53373b_lo0443	0
PD53373b_lo0444	0
PD53373b_lo0445	0
PD53373b_lo0446	0
PD53373b_lo0449	0
PD53373b_lo0450	0
PD53373b_lo0451	0
PD53373b_lo0452	0
PD53373b_lo0453	0
PD53373b_lo0454	0
PD53373b_lo0455	0
PD53373b_lo0458	0
PD53373b_lo0459	0
PD53373b_lo0460	0
PD53373b_lo0462	0
PD53373b_lo0464	0
PD53373b_lo0465	0
PD53373b_lo0466	0
PD53373b_lo0467	0
PD53373b_lo0468	0
PD53373b_lo0470	0
PD53373b_lo0473	0
PD53373b_lo0477	0
PD53373b_lo0478	0
PD53373b_lo0479	0
PD53373b_lo0481	3
PD53373b_lo0482	2
PD53373b_lo0483	4
PD53373b_lo0484	0
PD53373b_lo0485	4
PD53373b_lo0486	4
PD53373b_lo0487	0
PD53373b_lo0488	0
PD53373b_lo0489	3
PD53373b_lo0490	2
PD53373b_lo0491	0
PD53373b_lo0492	2
PD53373b_lo0493	0
PD53373b_lo0494	0
PD53373b_lo0495	0
PD53373b_lo0496	2
PD53373b_lo0497	3
PD53373b_lo0498	0
PD53373b_lo0499	1
PD53373b_lo0500	7
PD53373b_lo0501	0
PD53373b_lo0502	2
PD53373b_lo0503	1
PD53373b_lo0505	5
PD53373b_lo0506	0
PD53373b_lo0508	1
PD53373b_lo0509	0
PD53373b_lo0510	0
PD53373b_lo0511	0
PD53373b_lo0513	1
PD53373b_lo0514	0
PD53373b_lo0515	8
PD53373b_lo0516	1
PD53373b_lo0517	0
PD53373b_lo0518	2
PD53373b_lo0519	0
PD53373b_lo0521	1
PD53373b_lo0522	1
PD53373b_lo0523	0
PD53373b_lo0524	3
PD53373b_lo0525	5
PD53373b_lo0526	0
PD53373b_lo0527	2
PD53373b_lo0528	0
PD53373b_lo0529	1
PD53373b_lo0530	5
PD53373b_lo0531	1
PD53373b_lo0532	1
PD53373b_lo0533	4
PD53373b_lo0534	3
PD53373b_lo0535	1
PD53373b_lo0536	2
PD53373b_lo0537	3
PD53373b_lo0538	0
PD53373b_lo0539	1
PD53373b_lo0540	6
PD53373b_lo0541	0
PD53373b_lo0542	1
PD53373b_lo0543	1
PD53373b_lo0544	2
PD53373b_lo0545	0
PD53373b_lo0546	0
PD53373b_lo0547	3
PD53373b_lo0548	3
PD53373b_lo0549	0
PD53373b_lo0550	0
PD53373b_lo0552	1
PD53373b_lo0553	3
PD53373b_lo0554	0
PD53373b_lo0555	1
PD53373b_lo0556	4
PD53373b_lo0557	5
PD53373b_lo0558	1
PD53373b_lo0559	0
PD53373b_lo0560	0
PD53373b_lo0561	1
PD53373b_lo0562	0
PD53373b_lo0563	0
PD53373b_lo0564	4
PD53373b_lo0565	0
PD53373b_lo0566	1
PD53373b_lo0567	2
PD53373b_lo0568	0
PD53373b_lo0569	3
PD53373b_lo0570	2
PD53373b_lo0571	3
PD53373b_lo0572	4
PD53373b_lo0573	2
PD53373b_lo0574	0
PD53373b_lo0575	1
PD53373b_lo0576	3
PD53373b_lo0577	0
PD53373b_lo0580	2
PD53373b_lo0581	4
PD53373b_lo0582	2
PD53373b_lo0583	1
PD53373b_lo0584	2
PD53373b_lo0585	8
PD53373b_lo0587	4
PD53373b_lo0588	1
PD53373b_lo0589	1
PD53373b_lo0590	0
PD53373b_lo0591	11
PD53373b_lo0592	5
PD53373b_lo0593	8
PD53373b_lo0596	1
PD53373b_lo0597	3
PD53373b_lo0598	5
PD53373b_lo0599	2
PD53373b_lo0600	1
PD53373b_lo0601	1
PD53373b_lo0603	3
PD53373b_lo0604	2
PD53373b_lo0605	3
PD53373b_lo0606	4
PD53373b_lo0607	3
PD53373b_lo0608	2
PD53373b_lo0609	3
PD53373b_lo0610	2
PD53373b_lo0611	4
PD53373b_lo0612	1
PD53373b_lo0613	1
PD53373b_lo0615	4
PD53373b_lo0616	2
PD53373b_lo0617	4
PD53373b_lo0618	4
PD53373b_lo0619	0
PD53373b_lo0620	5
PD53373b_lo0621	1
PD53373b_lo0623	6
PD53373b_lo0624	1
PD53373b_lo0625	1
PD53373b_lo0626	3
PD53373b_lo0627	0
PD53373b_lo0628	1
PD53373b_lo0629	0
PD53373b_lo0630	4
PD53373b_lo0631	0
PD53373b_lo0632	1
PD53373b_lo0633	1
PD53373b_lo0634	3
PD53373b_lo0636	1
PD53373b_lo0637	0
PD53373b_lo0638	0
PD53373b_lo0639	4
PD53373b_lo0640	13
PD53373b_lo0641	0
PD53373b_lo0642	1
PD53373b_lo0643	5
PD53373b_lo0644	2
PD53373b_lo0645	0
PD53373b_lo0646	10
PD53373b_lo0647	1
PD53373b_lo0648	1
PD53373b_lo0649	0
PD53373b_lo0650	0
PD53373b_lo0651	7
PD53373b_lo0652	2
PD53373b_lo0654	5
PD53373b_lo0655	0
PD53373b_lo0656	1
PD53373b_lo0657	2
PD53373b_lo0658	0
PD53373b_lo0659	6
PD53373b_lo0662	0
PD53373b_lo0663	0
PD53373b_lo0664	0
PD53373b_lo0666	4
PD53373b_lo0667	2
PD53373b_lo0668	6
PD53373b_lo0669	1
PD53373b_lo0670	0
PD53373b_lo0671	0
PD53373b_lo0672	9
PD53374b_lo0002	0
PD53374b_lo0003	2
PD53374b_lo0004	2
PD53374b_lo0005	1
PD53374b_lo0006	1
PD53374b_lo0007	0
PD53374b_lo0008	0
PD53374b_lo0009	1
PD53374b_lo0011	0
PD53374b_lo0012	0
PD53374b_lo0013	4
PD53374b_lo0014	0
PD53374b_lo0017	4
PD53374b_lo0018	1
PD53374b_lo0019	0
PD53374b_lo0020	1
PD53374b_lo0021	0
PD53374b_lo0022	0
PD53374b_lo0023	1
PD53374b_lo0025	0
PD53374b_lo0026	1
PD53374b_lo0027	6
PD53374b_lo0028	0
PD53374b_lo0029	0
PD53374b_lo0030	5
PD53374b_lo0031	2
PD53374b_lo0034	1
PD53374b_lo0035	2
PD53374b_lo0036	0
PD53374b_lo0037	1
PD53374b_lo0038	0
PD53374b_lo0039	0
PD53374b_lo0040	0
PD53374b_lo0042	0
PD53374b_lo0043	0
PD53374b_lo0044	2
PD53374b_lo0045	2
PD53374b_lo0046	2
PD53374b_lo0047	1
PD53374b_lo0048	3
PD53374b_lo0050	2
PD53374b_lo0051	0
PD53374b_lo0052	0
PD53374b_lo0053	1
PD53374b_lo0054	0
PD53374b_lo0055	0
PD53374b_lo0056	3
PD53374b_lo0058	0
PD53374b_lo0059	2
PD53374b_lo0060	1
PD53374b_lo0061	0
PD53374b_lo0062	2
PD53374b_lo0064	0
PD53374b_lo0065	3
PD53374b_lo0066	5
PD53374b_lo0067	0
PD53374b_lo0068	9
PD53374b_lo0069	0
PD53374b_lo0070	1
PD53374b_lo0071	0
PD53374b_lo0072	1
PD53374b_lo0073	2
PD53374b_lo0074	1
PD53374b_lo0075	3
PD53374b_lo0076	1
PD53374b_lo0077	0
PD53374b_lo0078	1
PD53374b_lo0079	1
PD53374b_lo0082	2
PD53374b_lo0083	1
PD53374b_lo0084	1
PD53374b_lo0085	4
PD53374b_lo0086	4
PD53374b_lo0087	1
PD53374b_lo0088	1
PD53374b_lo0089	1
PD53374b_lo0090	0
PD53374b_lo0092	0
PD53374b_lo0093	1
PD53374b_lo0094	0
PD53374b_lo0095	0
PD53374b_lo0097	5
PD53374b_lo0098	3
PD53374b_lo0099	0
PD53374b_lo0100	3
PD53374b_lo0101	2
PD53374b_lo0102	3
PD53374b_lo0103	2
PD53374b_lo0105	2
PD53374b_lo0107	2
PD53374b_lo0109	2
PD53374b_lo0110	4
PD53374b_lo0111	0
PD53374b_lo0112	1
PD53374b_lo0113	0
PD53374b_lo0116	1
PD53374b_lo0117	2
PD53374b_lo0118	4
PD53374b_lo0119	3
PD53374b_lo0120	3
PD53374b_lo0123	2
PD53374b_lo0124	0
PD53374b_lo0125	3
PD53374b_lo0126	4
PD53374b_lo0127	1
PD53374b_lo0130	2
PD53374b_lo0132	0
PD53374b_lo0133	0
PD53374b_lo0134	1
PD53374b_lo0135	0
PD53374b_lo0136	3
PD53374b_lo0139	3
PD53374b_lo0141	2
PD53374b_lo0142	3
PD53374b_lo0143	1
PD53374b_lo0144	3
PD53374b_lo0145	3
PD53374b_lo0146	0
PD53374b_lo0147	2
PD53374b_lo0148	3
PD53374b_lo0149	1
PD53374b_lo0150	1
PD53374b_lo0151	0
PD53374b_lo0152	0
PD53374b_lo0153	1
PD53374b_lo0155	2
PD53374b_lo0156	2
PD53374b_lo0157	0
PD53374b_lo0158	1
PD53374b_lo0159	0
PD53374b_lo0161	0
PD53374b_lo0163	0
PD53374b_lo0164	4
PD53374b_lo0165	4
PD53374b_lo0166	0
PD53374b_lo0167	0
PD53374b_lo0168	0
PD53374b_lo0169	4
PD53374b_lo0171	3
PD53374b_lo0172	1
PD53374b_lo0173	3
PD53374b_lo0174	1
PD53374b_lo0175	1
PD53374b_lo0180	4
PD53374b_lo0182	0
PD53374b_lo0183	0
PD53374b_lo0186	0
PD53374b_lo0188	1
PD53374b_lo0189	1
PD53374b_lo0190	1
PD53374b_lo0191	0
PD53374b_lo0193	0
PD53374b_lo0194	0
PD53374b_lo0195	0
PD53374b_lo0196	0
PD53374b_lo0197	0
PD53374b_lo0199	0
PD53374b_lo0200	0
PD53374b_lo0201	0
PD53374b_lo0202	0
PD53374b_lo0203	0
PD53374b_lo0204	0
PD53374b_lo0205	0
PD53374b_lo0208	0
PD53374b_lo0209	0
PD53374b_lo0210	0
PD53374b_lo0211	0
PD53374b_lo0212	0
PD53374b_lo0214	0
PD53374b_lo0216	0
PD53374b_lo0217	0
PD53374b_lo0218	0
PD53374b_lo0219	0
PD53374b_lo0220	0
PD53374b_lo0223	0
PD53374b_lo0224	0
PD53374b_lo0225	0
PD53374b_lo0226	0
PD53374b_lo0227	0
PD53374b_lo0228	0
PD53374b_lo0229	0
PD53374b_lo0230	0
PD53374b_lo0232	0
PD53374b_lo0233	0
PD53374b_lo0234	0
PD53374b_lo0235	0
PD53374b_lo0236	0
PD53374b_lo0237	0
PD53374b_lo0240	0
PD53374b_lo0241	0
PD53374b_lo0242	0
PD53374b_lo0243	0
PD53374b_lo0244	0
PD53374b_lo0245	0
PD53374b_lo0249	0
PD53374b_lo0250	0
PD53374b_lo0251	0
PD53374b_lo0252	0
PD53374b_lo0253	0
PD53374b_lo0254	0
PD53374b_lo0255	0
PD53374b_lo0256	0
PD53374b_lo0257	0
PD53374b_lo0258	0
PD53374b_lo0259	0
PD53374b_lo0260	0
PD53374b_lo0261	0
PD53374b_lo0263	0
PD53374b_lo0265	0
PD53374b_lo0266	0
PD53374b_lo0267	0
PD53374b_lo0268	0
PD53374b_lo0271	0
PD53374b_lo0273	0
PD53374b_lo0274	0
PD53374b_lo0275	0
PD53374b_lo0276	0
PD53374b_lo0278	0
PD53374b_lo0279	0
PD53374b_lo0281	0
PD53374b_lo0282	0
PD53374b_lo0283	0
PD53374b_lo0284	0
PD53374b_lo0286	0
PD53374b_lo0288	0
PD53374b_lo0290	0
PD53374b_lo0291	0
PD53374b_lo0292	0
PD53374b_lo0293	0
PD53374b_lo0294	0
PD53374b_lo0295	0
PD53374b_lo0296	0
PD53374b_lo0299	0
PD53374b_lo0300	0
PD53374b_lo0301	0
PD53374b_lo0302	0
PD53374b_lo0303	0
PD53374b_lo0304	0
PD53374b_lo0305	0
PD53374b_lo0306	0
PD53374b_lo0307	0
PD53374b_lo0308	0
PD53374b_lo0309	0
PD53374b_lo0310	0
PD53374b_lo0311	0
PD53374b_lo0312	0
PD53374b_lo0313	0
PD53374b_lo0315	0
PD53374b_lo0316	0
PD53374b_lo0317	0
PD53374b_lo0318	0
PD53374b_lo0319	0
PD53374b_lo0320	0
PD53374b_lo0321	0
PD53374b_lo0322	0
PD53374b_lo0323	0
PD53374b_lo0324	0
PD53374b_lo0325	0
PD53374b_lo0326	0
PD53374b_lo0327	0
PD53374b_lo0328	0
PD53374b_lo0330	0
PD53374b_lo0331	0
PD53374b_lo0332	0
PD53374b_lo0333	0
PD53374b_lo0334	0
PD53374b_lo0335	0
PD53374b_lo0336	0
PD53374b_lo0337	0
PD53374b_lo0338	0
PD53374b_lo0339	0
PD53374b_lo0340	0
PD53374b_lo0341	0
PD53374b_lo0342	0
PD53374b_lo0344	0
PD53374b_lo0345	0
PD53374b_lo0346	0
PD53374b_lo0347	0
PD53374b_lo0348	0
PD53374b_lo0349	0
PD53374b_lo0350	0
PD53374b_lo0351	0
PD53374b_lo0352	0
PD53374b_lo0353	0
PD53374b_lo0354	1
PD53374b_lo0355	0
PD53374b_lo0356	0
PD53374b_lo0357	0
PD53374b_lo0358	0
PD53374b_lo0359	0
PD53374b_lo0360	0
PD53374b_lo0361	0
PD53374b_lo0362	0
PD53374b_lo0363	0
PD53374b_lo0364	0
PD53374b_lo0365	0
PD53374b_lo0366	0
PD53374b_lo0367	0
PD53374b_lo0368	0
PD53374b_lo0369	0
PD53374b_lo0370	0
PD53374b_lo0371	0
PD53374b_lo0372	0
PD53374b_lo0373	0
PD53374b_lo0374	0
PD53374b_lo0375	0
PD53374b_lo0376	0
PD53374b_lo0377	0
PD53374b_lo0378	0
PD53374b_lo0379	0
PD53374b_lo0380	0
PD53374b_lo0381	0
PD53374b_lo0382	0
PD53374b_lo0383	0
PD53374b_lo0384	0
